,Unnamed: 0,Nome da rede,Link veja,Critico,texto
70,,Jamile,https://vejasp.abril.com.br/estabelecimento/jamile-restaurante/,Resenha por Arnaldo Lorençato,"Montado por Alberto Hiar, o Turco, tem um salão charmoso com cozinha aberta e um jardim aos fundos. O cardápio, criado pelo chef Henrique Fogaça, dono do Sal Gastronomia e conhecido nacionalmente por sua participação como jurado do reality culinário MasterChef Brasil, traz uma panorama de receitas variadas. De entrada, há, por exemplo, o gravlax (R$ 44,00), o salmão curado ao estilo nórdico com um tonzinho acima de sal, servido com creme azedo, dill fresco e salada de folhas variadas, e não de rúcula como está descrito no menu. Uma pedida apetitosa é a bochecha de porco glaceada apresentada na companhia de uma quirela cremosa (R$ 83,00). No ponto-final, a torta de chocolate com flor de sal (R$ 35,00) é um bolo firme coberto por uma ganache mais farofinha crocante."
71,,Jesuíno Brilhante,https://vejasp.abril.com.br/estabelecimento/jesuino-brilhante/,Resenha por Arnaldo Lorençato,"Há quem se lembre do Jesuíno Brilhante em seu primeiro endereço. Dois anos atrás, o restaurante potiguar do ex-jornalista Rodrigo Levino atravessou a rua para se instalar em um sobradinho mais confortável. A carne de sol da casa é a atração. Aparece, por exemplo, no croquete com nata de casquinha crocante e bronzeada (R$ 20,00 a porção com seis). A mesma técnica é usada na copa lombo de porco (R$ 41,00), que depois de ganhar cor e ficar no ponto recebe dois acompanhamentos. Entre os melhores estão a mandioca cozida com manteiga de garrafa e a farofa de cuscuz feita com flocão de milho, úmido e soltinho, tomate, cebola-roxa e coentro. Confiados à confeiteira e chef Jeanine Vieira, os doces também estão entre os pontos altos. Por exemplo: o caprichado manjar (R$ 15,00) com muito coco, cuja doçura não pronunciada ainda é quebrada pela acidez da calda de tamarindo."
72,,Jiquitaia,https://vejasp.abril.com.br/estabelecimento/jiquitaia/,Resenha por Arnaldo Lorençato,"O chef Marcelo Corrêa Bastos multiplicou sensivelmente seu raio de ação. Além desta charmosa casa no Paraíso, premiada como melhor restaurante brasileiro por VEJA COMER & BEBER 2020, ele dá expediente no Vista, no MAC-USP, e é sócio e autor do cardápio do Lobozó, na Vila Madalena. Aqui, conta com o suporte da irmã e sócia, Carolina Bastos Moreira Pinto, que recebe os clientes calorosamente. Uma equipe afinada se incumbe de preparar pedidas como a linguiça artesanal ao lado de salada de batata, rabanete, cenoura e ovo (R$ 35,00). Na forma de entrada, o peito de pato grelhado vem com talos de agrião e tucupi (R$ 55,00) — é de aplaudir. Delicada no sal, a moqueca de peixe com camarão (R$ 80,00) tem um equilíbrio entre os ingredientes. De sabor mais intenso, a bochecha de porco grelhada vem junto de pamonha salgada com pimenta-de-cheiro (R$ 68,00). Uma combinação atraente para a sobremesa reúne granita de cachaça, cubos de banana-da-terra marinados na aguardente, creme de maracujá e espuma de coco (R$ 18,00)."
73,,Jojo Ramen,https://vejasp.abril.com.br/estabelecimento/jojo-ramen/,Resenha por Arnaldo Lorençato,"Junto com os sócios, a empresária Simone Xirata montou esta casa especializada em ramen, o espaguete oriental. Entre outros cuidados, ela convidou o especialista japonês Takeshi Koitani para ajudar no cardápio, que traz ótimas pedidas. Uma das mais saborosas é o kara missô (R$ 45,00), caldo denso e diabolicamente picante, servido com a massa mais grossa ou futomen. Na versão especial (R$ 53,00), vem com três fatias de chashu, a barriga de porco, três folhas de alga nori, yasai ou hortaliças e hanjuku tamago, o ovo de gema cremosa."
74,,Jota Hamburgers,https://vejasp.abril.com.br/estabelecimento/jota-hamburgers/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"É o endereço expresso dos empresários Julio Raw e Bruno Mester, da premiada Z Deli Sandwiches, em parceria com o Grupo Ráscal. Os clientes fazem os pedidos direto no caixa, que fica voltado para a pracinha ao lado do Shopping Cidade São Paulo. A atração são os hambúrgueres mais fininhos, de 85 gramas cada um, prensados na chapa, mas sem perder a umidade. A versão mais simples é o cheeseburger (R$ 12,90), com queijo americano, ketchup, mostarda e picles de pepino num pão supermacio. Duas outras variações completam o cardápio: o jotajota (R$ 15,90), com queijo americano, tiras de bacon, cebola-roxa, picles e maionese, e o jota burger (R$ 13,90), com queijo, salada e molho da casa."
75,,Jun Sakamoto,https://vejasp.abril.com.br/estabelecimento/jun-sakamoto/,Resenha por Arnaldo Lorençato,"Não há como não se impressionar com o trabalho meticuloso do chef Jun Sakamoto. Como um artista que sacia apenas oito paladares a cada noite, ele ocupa seu lugar atrás do balcão e vai lapidando uma sequência de bolinhos de arroz, ligeiramente mornos e cobertos por diferentes pescados. A sequência inclui treze unidades que são colocadas diante de cada cliente depois de um auxiliar de Sakamoto finalizar o preparo com uma pincelada de shoyu. Para deslumbre dos olhos e do apetite, entram nessa seleção toro de atum bluefin, barriga de salmão ao aroma de raspas de limão-siciliano (uma concessão ao fãs do peixe), olho-de-boi, beijupirá, robalete, linguado com yuzu, pargo com ameixa curtida umê, carapau, manjuba marinada, camarão grande, molusco hokkigai, vieira com limão, sal e yuzu, ostra com ponzu e tempurá de enguia, sobre o qual vai o bolinho de arroz. Encerra os pescados o tartare de atum com karasumi ralado (ovas de tainha desidratada com sal e saquê). O flã de ovo com cogumelos e, infelizmente, azeite trufado, põe o ponto-final aos salgados. Sobremesa que está desde o início no cardápio, o sorvete de maçã verde com gelatina de saquê continua uma delícia refrescante. O banquete sai a R$ 450,00, se feito pelo chef, e R$ 400,00, se preparado por Ryu Nishimura. Sakamoto tem ainda o J1 (Shopping Villa-Lobos, ☎ 3588-8778), de proposta mais simples"
76,,Kan Suke,https://vejasp.abril.com.br/estabelecimento/kan/,Resenha por Arnaldo Lorençato,"Em apenas oito anos de existência, o restaurante do chef japonês Keisuke Egashira coleciona quatro vitórias e neste ano continua entre os melhores da cidade com um igualmente honroso segundo lugar — não é fácil fazer parte do top 3 do COMER & BEBER. O cozinheiro faz dois tipos de menu: um só de pratos frios (R$ 350,00) e outro com o acréscimo de pedidas quentes (R$ 380,00). Prepare-se para uma longa e saborosa sequência, que pode ter sashimi de garoupa ao molho dashi e shoyu, ao qual se mistura gelatina de peixe com tahine; polvo bem cozido, gelatinoso por fora e firme por dentro; um maravilhoso tempurá de shissô com cavalinha marinada, cebolinha e tomate-cereja; olho-de-boi com shio kombu e gema curtida no shoyu; garoupa grelhada salpicada de farinha panko e pó de alga verde com gelatina de cogumelo shiitake para limpar o paladar; sashimi de pargo sem pele recheado de folhas de shissô, ovas de salmão e gengibre; shabu-shabu de acelga, shiitake, cebolinha e tofu frito com sashimi de robalo por cima. E finalmente os sushis: de atum gordo (impressionante que nunca falta), lula, o formidável de lagostim, ouriço-do-mar, ovas de salmão com gema crua, enguia, atum gordo batido no rolinho de alga com shissô e cebolinha, arrematados por um tamagoyaki. Se der sorte, encontrará o pudim sem leite condensado. Também se pode fazer pedidos à la carte e desfrutar de um caprichado almoço executivo (R$ 80,00), inclusive aos sábados."
77,,Kazu Cake,https://vejasp.abril.com.br/estabelecimento/kazu-cake/,Resenha por Fábio Galib,(Por Gabrielli Menezes)
78,,Kazuo,https://vejasp.abril.com.br/estabelecimento/kazuo/,Resenha por Arnaldo Lorençato,"São três os pilares que fazem do Kazuo um grande restaurante. O primeiro e mais essencial deles é a qualidade do menu, criado por Kazuo Harada. O segundo apoia-se no atendimento acolhedor, com uma equipe jovem e afinada sob o comando de Rafael Oliveira. Por último, o ambiente moderno e agradável, projetado pelo arquiteto Naoki Otake, um craque. Harada apresenta com competência um mix de cozinhas asiáticas, uma vez que sua trajetória profissional em uma rede hoteleira americana o levou a trabalhar em locais tão distintos quanto Argentina, Japão e Dubai. Ao retornar ao Brasil, passou quatro anos à frente do Mee, restaurante carioca no interior do hotel Copacabana Palace. Convidado pelo Grand Hotel Rayon, foi para Curitiba cuidar do Hai Yo, onde ficou encarregado do cardápio até o início de outubro. Foram a Trexx Holding, grupo empresarial que mantém no portfólio o Hard Rock Café em Ribeirão Preto, e a empresa Tekbond as responsáveis pela montagem do Kazuo junto do chef, com um investimento estimado de 5,5 milhões de reais. A melhor forma de desfrutar as receitas encontra-se na degustação (R$ 390,00). Saboreiamse pequenas porções, como a ostra ao molho cítrico ponzu com gema de ovo de codorna crua e ovas de tobiko, uma reinterpretação japonesa. Ecos das Filipinas aparecem no beijupirá enrolado em finas lâminas ao molho de tamarindo com crocante de amendoim, pimenta-dedo-de-moça, cebola-roxa e coentro e as mesmas ovas de tobiko. O menu pode incluir o tartare coreano de atum, o camarão na wok com noz-pecã, uma seleção de sushis, curry verde tailandês de frango com berinjela e uma versão-assinatura do pato de Pequim, que à la carte custa R$ 124,00. Os acertos de Harada também se repetem nas sobremesas, que chegam numa torre envolta numa nuvem de gelo-seco que pode esconder sorvete de matchá, musse de coco com fitas da fruta, brownie de chocolate com mexerica e choux cream com creme de baunilha. Um tanto espalhafatosa na apresentação, mas não pode ser melhor complemento para o ótimo banquete oriental."
79,,Kinoshita,https://vejasp.abril.com.br/estabelecimento/kinoshita/,Resenha por Arnaldo Lorençato,"De longe, o melhor endereço do empresário Marcelo Fernandes, sócio ainda do italiano Attimo per Quattro e da hamburgueria Tradi. Desde a saída, em 2017, do chef Tsuyoshi Murakami, que abriu seu próprio restaurante em 2019, a casa trocou de comando da cozinha várias vezes. O atual responsável pelo cardápio, Alberto Hideo Morisawa, o Mori, manda bem no fogão e no balcão frio. O sashimi matsu reúne dez grossas fatias de peixes do dia (R$ 109,81), que pode ser atum, olho-de- boi, carapau, pargo, beijupirá… Entre as opções quentes, há um peixe de rio: o apetitoso pirarucu cozido em baixa temperatura, empanado na farinha panko e grelhado, servido com molho de ervilha, wassabi e ovas de ikura (R$ 92,81). Na seleção de pares, os sushi incluem o olho-de-boi (R$ 36,81), o robalo com shissô (R$ 42,81) e o atum com missô picante (R$ 44,81). No ponto-final, o choux cream é um bomba redonda recheada de creme e coberta com açúcar de confeiteiro (R$ 25,81)."
80,,Komah,https://vejasp.abril.com.br/estabelecimento/komah/,Resenha por Arnaldo Lorençato,"Continua um polo de atração na Barra Funda, em trecho sem nenhuma tradição gastronômica anterior. O menu segue imutável e é possível provar os mesmos pratos de sempre, seja em pedidas à la carte ou na degustação (R$ 115,00). A sequência tem como ponto de partida o banchan set (R$ 28,00), seleção de petiscos e conservas que vez ou outra sofre alguma alteração. Reúne os picantes kimchi (a conserva de nabo em pimentavermelha), tofu e pepino, o ótimo duo de raízes de bardana e de lótus, que aparece no lugar do peixinho agridoce, e o trio de broto de soja, espinafre e abobrinha frescos. O yukhoe (R$ 45,00), ou steak tartare coreano, leva miolo de alcatra, gema curada em shoyu com saquê e pera asiática. Boa para comer com a mãos, a samgiopsal com saam set (R$ 68,00) é a pancetta assada e glaceada no molho picante gochujang, que depois de desfiada pelo cliente precisa ser enrolada na forma de trouxinhas em folhas de hortaliças com molho ssamjang (pasta de soja fermentada e picante) com salada de cebolinha e arroz. Um dos maiores sucessos do cardápio é o kimchi bokumbap (R$ 59,00), o arroz salteado com kimchi coberto por uma omelete cremosa. Encerra o set o galbi jim (R$ 62,00), costela bovina cozida no molho de shoyu e gengibre. Fica a pergunta se Paulo Shin, eleito o chef do ano por VEJA SÃO PAULO COMER & BEBER em 2018, não poderia trazer um sopro de novidade para o cardápio. No dia da visita do responsável pelos restaurantes da equipe de gastronomia da Vejinha, não havia uma única sobremesa."
81,,Kosushi,https://vejasp.abril.com.br/estabelecimento/kosushi-itaim-bibi/,"Resenha por Arnaldo Lorençato, Helena Galante e Saulo Yassuda",Informações checadas entre julho e setembro de 2018.
82,,Kotori,https://vejasp.abril.com.br/estabelecimento/kotori/,Resenha por Arnaldo Lorençato,"Um yakitori, casa de grelhados com jeitão de boteco japonês moderno. Essa pode ser uma definição para o híbrido Kotori (passarinho em japonês), novo sucesso do chef Thiago Bañares, dono também do bombado Tan Tan, especializado em ramens e sanduíches. Montada em Pinheiros a partir do zero, a casa tem como especialidade os cortes de frango preparados em espetinhos na grelha a carvão. No salão, especialmente concorrido e barulhento no jantar, vale incluir na escalação a deliciosa sobrecoxa desossada com umê (ameixa salgada) e shissô (erva conhecida popularmente por manjericão japonês) a R$ 15,00. Também merecem atenção a chamada ostra (R$ 16,00), extraída da carcaça junto à sobrecoxa, e a asinha (R$ 14,00), além de miúdos como o coração (R$ 12,00) e a moela (R$ 12,00). Também passam pelo calor das churrasqueiras a barriga de porco (R$ 14,00) e vegetais como a abobrinha (R$ 10,00). Há ainda pratos e uma única sobremesa, a rabanada, que sai a R$ 34,00. Capítulo muito especial, a carta de drinques, executada pela talentosa Priscila Okino, entrega um refrescante meron chu hai (sochu de cevada, melão, shissô e soda; R$ 39,00)."
83,,Kuro,https://vejasp.abril.com.br/estabelecimento/kuro/,Resenha por Arnaldo Lorençato,"Pequeno e charmoso, tem como atração um menu degustação (R$ 550,00, dezesseis etapas). O combo foi criado pelo espanhol Gerard Barberan, que não cuida pessoalmente da execução, mas delega a uma afinada equipe formada por três hábeis sushimen, entre eles Henry Miyano, que também desenvolveu as receitas, mais um cozinheiro. A sequência começa com o caldo de cogumelo, que ferve num globinho de vidro de passar café e se mistura a flocos de peixe seco bonito e é servido com ovas de salmão e tofu frito. Após esse espetáculo inicial, segue-se com o tataki de atum ao molho cítrico ponzu com ovo perfeito cozido a baixa temperatura e com o beijo gelado, um tartare de camarão com uni e ovas de caviar de esturjão sobre uma placa de gelo em forma de boca. Depois do peixe-serra levemente grelhado com pele ao oroshi (nabo ralado, shoyu e caldo de peixe), vem a seleção de sushis, entre eles pargo com raspas de limão-cravo e sal Maldon, que poderia ser em quantidade menor, robalo com conserva de umeboshi, olhete com gergelim torrado e moído, cavalinha ao gengibre e ciboulette, atum bluefin akami, chutoro queimado no carvão japonês (bom demais!), tempurá de miniberinjela com wakamisso e ouriço-do-mar, vieira com limão e sal e lula em tirinhas com conserva de cogumelo nametake e alga picada bem crocante, além de um bolo de ovo que substitui o tamagoyaki. A sobremesa pode ser morango marinado em sopa da mesma fruta com minissuspiros. Há ainda docinhos para o chá (marshmallow de chá-verde, minicarolina de gergelim preto e geleia de laranja kinkan). Há, ainda, uma versão mais simplificada do menu, por R$ 350,00 (catorze etapas).Trabalha apenas com reservas com parte do pagamento feita antecipadamente e em dois horários, às 19h e às 21h."
84,,Izakaya Kuroda,https://vejasp.abril.com.br/estabelecimento/kuroda/,Resenha por Saulo Yassuda,"O único izakaya do Itaim Bibi recebe dois públicos distintos. Um deles é o interessado em sushis, como o niguiri de atum de fatias espessas (R$ 16,80 a dupla). Impensável à época da inauguração, o sushi-bar foi instalado no ano passado e conquistou alguma freguesia. Outra parcela dos frequentadores, mais ligada às raízes da casa, está interessada nas receitas quentes. O cardápio criado pelo sócio e cozinheiro Fernando Kuroda, também na afinação do menu do karaokê Kinboshi, no Paraíso, tem ótimas pedidas assadas na grelha a carvão. O buta kimchi (R$ 13,80), trio de rolinhos de barriga suína em acelga fermentada e ardida no espeto, e o quiabo com raspas de peixe seco (R$ 6,80) são perfeitamente chamuscados. Sugestão popular no Japão, o okonomiyaki (R$ 60,80) lembra um panquecão de repolho, lula, camarão, mexilhão, pancetta e lombo suíno preparado na chapa, besuntado de maionese. A oferta de saquês em dose é limitada, com opções como o Hakutsuru Extra Dry (R$ 27,80). Se preferir, vá de cerveja (R$ 12,80 a long neck da Heineken)."
85,,La Borratxeria,https://vejasp.abril.com.br/estabelecimento/la-borratxeria/,Resenha por Saulo Yassuda,"É preciso chegar em horários estratégicos para evitar a fila de espera do Underdog. A boa notícia é que esses minutinhos extras podem ficar mais saborosos. Aberta no imóvel vizinho, a La Borratxeria recebe os clientes de maneira expressa. O pedido é feito no caixa junto com o pagamento e retirado na parrilla, no centro do salão, após o aviso no painel luminoso. São comidas rápidas como o espetinho de bochecha de porco (R$ 24,00) e a empanada de polvo com bacon (R$ 26,00), chamuscada no forno a lenha. Mais do que uma sala de espera para o vizinho concorrido, é possível comer até a sobremesa por lá, entre elas os churros com doce de leite (R$ 15,00)."
86,,La Casserole,https://vejasp.abril.com.br/estabelecimento/la-casserole/,Resenha por Arnaldo Lorençato,"O clássico bistrô, que estreou no fim de setembro o bar Infini (pronuncia-se anfiní) no espaço de seu antigo salão para eventos é aposta certa para quem procura pratos dentro da tradição francesa. Fatiado diante dos olhos sempre fascinados da clientela, o gigot aux soissons (R$ 92,00) é a perna de cordeiro assada, de carne rosada, na companhia de feijão-branco. Outra pedida, o boeuf bourguignon (R$ 84,00) é o cozido de músculo no vinho tinto com cogumelos, bacon e cenoura. Não causa o mesmo encanto os escargots na manteiga de alho e ervas (R$ 69,00), pálidos de sal e servidos com um brioche compacto. A proprietária Marie-France Henry mantém, entre as opções de sobremesa, um doce que já foi considerado por muitos o máximo do chique. É a coupe ardéchoise (R$ 33,00), taça de creme de castanha francesa com musse de chocolate e chantili."
87,,Lassù,https://vejasp.abril.com.br/estabelecimento/lassu/,Resenha por Arnaldo Lorençato,"Oferece uma das vistas mais espetaculares da cidade, uma vez que ocupa a cobertura de um prédio comercial numa das áreas mais altas de Santana. Tanto que há disputadas mesas sobre uma plataforma giratória que permitem apreciar a vista enquanto transcorre a refeição. Depois de uma estreia com receitas muito inspiradas que trazem Itália e Brasil no mesmo prato, a cozinha perdeu um pouco de fôlego. O risoto carbonara (R$ 89,00), preparado com arroz carnaroli, queijo pecorino e gema curada com um toque a mais de sal, pode chegar com pancetta ultrafrita por cima. A equilibrada paleta de cordeiro tem a companhia de cuscuz marroquino (R$ 116,00). Entre os doces, merece especial atenção a meringata (R$ 42,00), um merengue de frutas vermelhas com sorvete de limoncello e raspas de limão cravo. Como é muito disputado no jantar e nos fins de semana, as reservas são indispensáveis nesses dias e horários para evitar permanecer muito tempo na fila de espera."
88,,Le Bife,https://vejasp.abril.com.br/estabelecimento/le-bife/,Resenha por Arnaldo Lorençato,"O chef francês e jurado do MasterChef Brasil Erick Jacquin encerrou o trabalho de consultoria que prestava para o restaurante para se concentrar nos franceses Président e Ça-Va e no Lvtetia, italiano que promete abrir no mês de outubro. O esquema segue o mesmo: ao escolher uma carne à la carte, as guarnições chegam na forma de um rodízio. Não é comum, mas é possível faltar um ou outro corte do cardápio, como o entrecôte de angus (R$ 108,00). Enquanto a carne pedida não fica pronta, pode- se saborear uma salada de folhas de alfaces com endívia e nozes levemente torradas. O cordeiro (R$ 98,00) vai à mesa cortado em três tiras e pode ter parceria com acompanhamentos como legumes ao azeite (ervilha fresca, vagem, cenoura e abobrinha), purê de batata, batata gratinada, cuscuz marroquino, lasanha de berinjela com queijo gruyère e um ótimo creme de espinafre à francesa. Finalize com o creme brûlé (R$ 29,00). "
89,,Lobozó,https://vejasp.abril.com.br/estabelecimento/lobozo/,Resenha por Arnaldo Lorençato,"O trio formado pela dupla de chefs Marcelo Corrêa Bastos, titular do Jiquitaia e do Vista, Gustavo Rodrigues, dono do simplíssimo Quibebe, na Pompeia, e o sociólogo Carlos Alberto Dória se juntou para montar esta casa dedicada sobretudo aos almoços. De longe, faz um dos melhores frangos assados da cidade, senão o melhor. A ave grandalhona ganha recheio de lobozó, uma farofa úmida de farinha de milho com amendoim e carne suína (R$ 52,00 a meia porção), que tem muitas variações. Caso peça com uma guarnição, entre elas o purê de abóbora conhecido como quibebe (R$ 19,00), resolve o apetite de duas pessoas. Para partilhar, vale provar a língua bovina fatiada com mostarda e pepino em conserva (R$ 34,00). De segunda a sexta, há opções de almoço executivo por R$ 55,00."
90,,LosDos Taqueria,https://vejasp.abril.com.br/estabelecimento/losdos/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"Viva a comida de rua do México. Os chefs Caio Alciati e João Marcelo Gertel formam a dupla responsável por essa simplona e boa casa de tacos, na movimentada Rua Guaicuí. A ideia é pedir o salgado de tortilhas macias de milho direto no caixa e se acomodar em mesinhas na calçada. O tradicional al pastor (R$ 9,90) é recheado de lascas tostadas de carne de porco, que são temperadas com uma marinada bem brasileira de goiabada e urucum. Vão ainda cebola, coentro e salsa verde, um molho que lembra o vinagrete feito com tomate verde. A versão de língua (R$ 9,90) leva os mesmos complementos mais pimenta-de-cheiro. Para acompanhar, vá de fritas picosas (R$ 15,00 a porção), batatas chips temperadas com pimentas secas e limão espremido por cima."
91,,Maní,https://vejasp.abril.com.br/estabelecimento/mani/,Resenha por  Arnaldo Lorençato,"Um novo desafio se impôs a Helena Rizzo, chef executiva do Grupo Maní, neste ano: ser jurada do reality culinário MasterChef Brasil. A cozinheira passou parte do ano enfurnada no estúdio de gravação. Nem assim a qualidade do Maní caiu. Pelo contrário. A equipe conduzida em parceria com o chef Willem Vandeven, o Will, tem se esmerado cada vez mais, como atesta o extenso menu degustação (R$ 490,00), e leva o restaurante ao topo — vale dizer que foi por milésimos que venceu o D.O.M., outro cincoestrelas máximas porreta. Chegam itens como o beijupirá no molho ponzu com maxixe, abóbora, melancia, pepino e folha de tagete, o cesto de alga com brócolis, salicórnia, emulsão de missô e gema curada com um delicioso salgadinho e o lagostim na brasa com chuchu, pipoca de quinoa, pólen crocante, emulsão de tomate verde, cambuci e menta peruana. Depois dessas pequenas porções, o primeiro prato é o primoroso namorado cozido na folha de bananeira em crosta de sal grosso com pimenta-de-cheiro com creme de banana-da-terra com tucupi, coco fresco feito um espaguete grosso, telha de batata-doce roxa e cuscuz de farinha do Uarini. Segue-se com a impressionante fatia de brócolis tostada ao caldo de vôngole sobre a qual se dispõem uma lâmina fina de pancetta para dar untuosidade, ovas de truta e dill. Encerram as receitas salgadas o ravióli de beterraba defumada recheado de patê de fígado de galinha ao vinagrete de amora e picles de pimenta e de cebola-roxa e o cordeiro com pepino tostado, folhas de beldroega, pó de alcaparra, anchova desidratada e purê de limão-siciliano com erva-doce. O delicado pão de ló de amêndoa, gelatina de tangerina, compota de cítricos e sorbert de limão-cravo é coberto por espuma de iogurte e flor de laranjeira. É o abre-alas para a sobremesa, igualmente impactante: creme de chocolate e cogumelos porcini coberto por praliné de avelã, farofa de chocolate, cogumelo-de- paris cru e folhas de trevo junto de espuma de chocolate defumada e gel de vinagre de jerez. Como se vê, a parceria Helena-Vandeven não pode ser mais afinada."
92,,Maní Manioca,https://vejasp.abril.com.br/estabelecimento/manioca-shopping-iguatemi/,Resenha por Arnaldo Lorençato,"Com pé-direito duplo e janelões que se debruçam no estacionamento arborizado do shopping, este é o restaurante de cardápio variado da chef Helena Rizzo, rosto que vem se tornando conhecido nacionalmente por sua participação como jurada do reality show MasterChef Brasil, na vaga aberta com a saída de Paola Carosella, no início de 2021. No dia a dia, a cozinha é tocada pela titular Thais Alves. É ela quem está à frente da equipe que executa entradas como o tonnato à nossa moda (R$ 52,00), um rosbife de lagarto com pimentão confit, ervas, molho de atum e torradas. Dos pratos principais, há o úmido arroz de lula com um toque de molho romesco feito com pimentão vermelho e castanhade-caju (R$ 89,00). Tem também um vatapá revisado de galinha, camarão seco e amendoim com pirão de leite de coco fresco (R$ 72,00). A nota doce é dada pela combinação de banoffee e baked Alasca (R$ 35,00). Debaixo de uma camada de merengue queimado com maçarico, repousa uma massa amanteigada, fatias de banana, doce de leite e sorbet de banana."
93,,Boteco Mano do Céu,https://vejasp.abril.com.br/estabelecimento/mano-do-ceu/,Resenha por Saulo Yassuda,CHAPA QUENTE
94,,Meats,https://vejasp.abril.com.br/estabelecimento/meats/,Resenha por Gabrielli Menezes,DOSES NA HAMBURGUERIA
95,,Metzi,https://vejasp.abril.com.br/estabelecimento/metzi/,Resenha por Arnaldo Lorençato,"Em apenas um ano, o Metzi deu um salto extraordinário de qualidade. É louvável o trabalho do casal Eduardo Nava Ortiz e Luana Sabino de apresentar o melhor da culinária do México a São Paulo. Não se fala aqui da cozinha clássica, alicerce para as receitas da dupla, mas de um panorama moderno que mescla ingredientes brasileiros às preparações, em sua maioria, originárias da província mexicana de Oaxaca, onde nasceu Ortiz. Esses resultados podem ser mais bem apreciados em um atraente menu degustação (R$ 180,00), lançado em maio de 2021, com pratos escolhidos do cardápio regular. Há um ótimo tartare de atum, ricota, formiga-saúva, limão e ovas de tobiko com tostadas duras de milho (R$ 35,00) que disputa as atenções com a intensa tostada de salpicão de pescado e polvo com pimenta defumada chintextle (R$ 42,00). Preparada com delicadeza para destacar o sabor da vieira usada na cobertura, a tostada com fermentado de pimenta-biquinho e o cítrico yuzu mais milho assado sai a R$ 44,00. Impressiona pela explosão de sabor a vegana couve-flor com chamoy de tamarindo e manchamanteles, um mole de abacaxi, banana-da-terra e pimenta seca (R$ 38,00). Outra preciosidade é o camarão com chorizo no caldo huatape e molho de alho (R$ 65,00). Brilham também sobremesas como o morango com creme (R$ 30,00) e o bolo tres leches com creme de cupuaçu (R$ 27,00). Há o que melhorar? Sim. O conforto acústico."
96,,Mica,https://vejasp.abril.com.br/estabelecimento/mica/,Resenha por Saulo Yassuda,"A pequena Rua Guaicuí tem muito agito — até demais. Um dos refúgios da muvuca é este bar de boa cozinha dos mesmos donos do vizinho Pitico, que fica no número 61. Quando abriu, era um corredorzinho com balcão. Mas cresceu e, no fim de 2018, ganhou mais conforto, algumas mesas e mais uma bancada, arredondada. O cardápio do chef Caio Alciati brinca com diferentes culinárias asiáticas, sem muita regra ou rigor. O pãozinho bao, branco e cozido no vapor, ganha cinco variações de recheio — o vegano leva tempurá de tiras de legumes, crocante e moreninho, repolho e molho de pimenta agridoce. Custa R$ 26,00. O curry vindaloo de cordeiro (R$ 42,00), que às vezes aparece no cardápio, é inspirado em uma receita indiana de Goa, de influência portuguesa, e vem com batatinha ao murro frita, coalhada seca e arroz branco. Dica para quem vai de almoço executivo: de terça a sexta, há combo com entrada, prato e sobremesa por R$ 54,00, até as 16h. Para o beberico, dispõe de vinhos, cerveja long neck (Stella Artois, R$ 12,00) e coquetéis como o zinzi hai (R$ 35,00), de gim, suco de pepino, limão-siciliano e gengibre. Se for abstêmio, peça o suco de pepino com gengibre e calda de açúcar (R$ 11,00)."
97,,Mocotó,https://vejasp.abril.com.br/estabelecimento/mocoto/,Resenha por Arnaldo Lorençato,"Tornou-se um restaurante-fenômeno quando o fundador, José de Almeida, passou o comando para o filho Rodrigo Oliveira em 2001. Chef com formação profissional, o cozinheiro revisou o cardápio sem deixar de lado o tradicional caldinho de mocotó (R$ 33,90). Lançou uma receita que viria a ser copiada exaustivamente, os dadinhos de tapioca com queijo de coalho (R$ 29,90, doze unidades), uma eterna delícia que já se tornou clássica e pode ser apreciada agora também no restaurante Caboco, em Los Angeles, aberto em setembro de 2021. Não dá para dispensar o torresmo carnudo (R$ 3,90 a unidade). A comida produzida em escala para atender a muitos apetites tem clássicos como o atolado de vaca com mandioca (R$ 55,90) e a rabada das boas com agrião e quirera de milho (R$ 69,90), ambos com um sotaque do árido norte de Minas Gerais. "
98,,Bar Moela,https://vejasp.abril.com.br/estabelecimento/moela/,Resenha por Saulo Yassuda,"É chegar, sentar e dizer “sim” ao atendente que logo oferece uma cerveja (Becks, R$ 14,00). A boa caipirinha (R$ 15,00) é outra opção da carta etílica, que merece ser aumentada. A parte de comer continua ótima e mantém este vencedor da categoria em 2020 no pódio. O sócio e churrasqueiro Rômulo Morente resolveu inventar em cima de petiscos tradicionais que provou em botecos por aí — ele adora os de Belo Horizonte, em particular. Da lista de bolinhos que enchem a boca d’água, se saem bem o de pernil (R$ 8,00), carnudo, e o de milho e queijo gorgonzola (R$ 8,00), cremosão. A bochecha bovina (R$ 32,00) ao molho de vinho é coberta por fatias de pimenta cambuci cruas, conserva de jiló, cebola e cebolinha, um ótimo aperitivo para molhar o pão. Em novembro, a casa deve ganhar uma filial em Pinheiros — quem sabe assim alivia o movimento da matriz, não raro muvucada na calçada"
